"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1015.2","...","1017.4","2018-10-11 21:33","1012.1","2018-10-11 03:12","20.6","21.9","2018-10-11 00:02","19.1","2018-10-11 19:14","...","88","81","2018-10-11 14:14","1.9","103","7.6","110","2018-10-11 15:05","13.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1016.8","...","1018.5","2018-10-12 09:02","1015.5","2018-10-12 15:04","19.3","21.4","2018-10-12 15:52","17.8","2018-10-12 21:59","...","87","81","2018-10-12 13:33","2.6","95","9.4","83","2018-10-12 16:55","22.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","1015.2","...","1017.4","2018-10-13 09:03","1013.3","2018-10-13 14:01","20.9","22.7","2018-10-13 14:11","18.7","2018-10-13 00:02","...","85","77","2018-10-13 01:55","2.7","106","10.3","97","2018-10-13 13:54","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1012.1","...","1014.3","2018-10-14 00:01","1009.3","2018-10-14 13:41","23.1","26.6","2018-10-14 13:51","20.3","2018-10-14 03:52","...","85","73","2018-10-14 13:21","2.6","87","8.6","83","2018-10-14 12:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1010.5","...","1012.5","2018-10-15 07:57","1008.4","2018-10-15 14:39","24.2","27.1","2018-10-15 12:43","22.6","2018-10-15 02:04","...","82","68","2018-10-15 10:52","2.4","98","8.4","81","2018-10-15 16:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1009.0","...","1010.3","2018-10-16 21:32","1007.0","2018-10-16 14:03","23.5","26.5","2018-10-16 11:51","21.1","2018-10-16 23:11","...","85","74","2018-10-16 11:55","1.5","126","7.0","320","2018-10-16 14:03","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"17","1009.9","...","1011.7","2018-10-17 21:13","1007.8","2018-10-17 12:43","20.5","21.6","2018-10-17 00:11","19.5","2018-10-17 07:39","...","92","88","2018-10-17 00:28","1.3","103","4.9","96","2018-10-17 00:09","32.5","...","...","","...","","...","...","...","...","...","...","","..."
"18","1012.8","...","1015.2","2018-10-18 20:21","1010.3","2018-10-18 00:22","22.5","25.0","2018-10-18 12:11","20.5","2018-10-18 06:34","...","75","59","2018-10-18 12:32","2.4","115","10.8","103","2018-10-18 13:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1016.2","...","1018.0","2018-10-19 09:45","1013.6","2018-10-19 04:04","20.9","22.7","2018-10-19 01:44","19.7","2018-10-19 18:24","...","79","66","2018-10-19 00:02","3.0","104","9.1","106","2018-10-19 07:04","5.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1016.4","...","1018.5","2018-10-20 08:45","1014.6","2018-10-20 14:23","21.7","23.0","2018-10-20 13:41","20.6","2018-10-20 23:51","...","69","61","2018-10-20 13:23","3.0","95","11.9","88","2018-10-20 13:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1013.7","...","1015.8","2018-10-21 00:01","1011.4","2018-10-21 14:12","23.3","27.4","2018-10-21 13:11","20.3","2018-10-21 01:45","...","69","50","2018-10-21 10:41","2.3","73","8.6","78","2018-10-21 11:44","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1011.4","...","1013.1","2018-10-22 07:53","1008.7","2018-10-22 13:48","24.2","28.8","2018-10-22 14:41","20.4","2018-10-22 05:11","...","72","54","2018-10-22 14:41","1.3","161","9.1","312","2018-10-22 16:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1013.3","...","1015.0","2018-10-23 21:23","1011.5","2018-10-23 01:42","22.4","24.1","2018-10-23 12:41","21.4","2018-10-23 05:31","...","86","79","2018-10-23 01:32","1.3","97","5.5","97","2018-10-23 20:59","6.5","...","...","","...","","...","...","...","...","...","...","","..."
"24","1013.6","...","1015.0","2018-10-24 08:40","1012.1","2018-10-24 13:57","23.3","25.1","2018-10-24 11:56","22.0","2018-10-24 03:30","...","78","71","2018-10-24 11:31","2.6","82","7.8","99","2018-10-24 13:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1012.4","...","1014.3","2018-10-25 00:01","1010.3","2018-10-25 13:44","24.8","28.5","2018-10-25 11:54","22.3","2018-10-25 04:53","...","74","59","2018-10-25 11:54","2.4","83","8.4","73","2018-10-25 15:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1012.1","...","1014.4","2018-10-26 22:41","1010.2","2018-10-26 13:44","24.6","28.9","2018-10-26 10:51","21.6","2018-10-26 06:23","...","75","55","2018-10-26 11:23","1.7","35","8.2","80","2018-10-26 22:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1016.3","...","1018.4","2018-10-27 09:11","1014.1","2018-10-27 00:26","21.9","24.2","2018-10-27 11:01","17.7","2018-10-27 23:52","...","55","37","2018-10-27 11:03","2.5","80","10.1","63","2018-10-27 09:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1014.2","...","1016.9","2018-10-28 07:42","1011.7","2018-10-28 14:51","19.6","24.0","2018-10-28 13:16","16.4","2018-10-28 06:11","...","55","35","2018-10-28 12:21","2.4","111","8.8","34","2018-10-28 09:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1012.2","...","1013.6","2018-10-29 08:14","1009.3","2018-10-29 13:25","20.7","25.1","2018-10-29 13:02","15.9","2018-10-29 05:11","...","48","32","2018-10-29 14:51","2.9","76","12.0","93","2018-10-29 16:42","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1012.3","...","1014.0","2018-10-30 21:17","1010.8","2018-10-30 13:01","22.3","24.7","2018-10-30 12:01","19.7","2018-10-30 03:21","...","62","46","2018-10-30 09:31","3.8","96","15.3","86","2018-10-30 11:22","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"31","1014.8","...","1017.4","2018-10-31 19:34","1012.1","2018-10-31 01:51","19.6","22.9","2018-10-31 02:44","17.8","2018-10-31 20:26","...","83","77","2018-10-31 05:27","3.2","96","11.9","105","2018-10-31 12:22","5.0","...","...","","...","","...","...","...","...","...","...","","..."
