序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),小時測值,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
66,臺北市,大安區,古亭,2019/7/10,溫度 AMB_TEMP (℃),27.7,27.1,26.9,26.7,26.5,26.2,26.6,27.8,30.2,32.2,33.4,34.5,35.1,34.8,34.1,33,32.4,31.8,31.5,31,30.4,29.7,29,28.9
67,臺北市,大安區,古亭,2019/7/10,風速 WIND_SPEED (m/sec),1.3,1.4,0.9,0.6,1,1.3,1,0.8,1.5,1.2,1.4,1.9,1.6,1,1.1,1.6,1.4,0.8,2.2,1,1.9,1.6,1,1.4
68,臺北市,大安區,古亭,2019/7/10,氮氧化物 NOx (ppb),12,8.2,8.6,5.9,11,12,15,18,20,16,12,11,11,11,21,24,22,21,28,17,14,13,14,9.7
69,臺北市,大安區,古亭,2019/7/10,懸浮微粒 PM 10  (μg/m 3 ),16,19,19,19,13,19,20,12,21,20,17,19,16,22,30,31,26,25,28,22,24,25,23,23
70,臺北市,大安區,古亭,2019/7/10,臭氧 O3 (ppb),8.2,9,9.1,10,7,5.9,7.2,13,27,38,52,57,65,56,58,41,35,32,19,19,21,21,19,26
71,臺北市,大安區,古亭,2019/7/10,一氧化碳 CO (ppm),0.25,0.24,0.24,0.2,0.27,0.3,0.32,0.42,0.53,0.34,0.28,0.27,0.27,0.28,0.38,0.37,0.34,0.4,0.55,0.41,0.35,0.33,0.35,0.28
72,臺北市,大安區,古亭,2019/7/10,相對濕度 RH (percent),72,74,75,74,76,77,73,68,57,49,47,44,44,45,49,52,55,58,58,58,62,66,69,69
73,臺北市,大安區,古亭,2019/7/10,細懸浮微粒 PM 2.5  (μg/m 3 ),21,7,11,7,12,10,9,7,7,6,8,6,8,6,16,13,16,13,17,15,10,13,13,10
74,臺北市,大安區,古亭,2019/7/10,甲烷 CH4 (ppm),1.9,1.9,1.9,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
75,臺北市,松山區,松山,2019/7/10,臭氧 O3 (ppb),6.2,6.6,6.2,9.9,6.3,6.4,5.8,11,18,30,51,57,62,58,44,34,29,28,20,14,22,21,24,19
76,臺北市,松山區,松山,2019/7/10,一氧化氮 NO (ppb),4.9,4.1,2.2,2.7,2.4,3.2,18,20,15,10,3.8,2.6,2.9,1.8,3,2.7,4.1,2.8,2.9,5.8,2.2,2.9,1.9,2.8
77,臺北市,松山區,松山,2019/7/10,非甲烷碳氫化合物 NMHC (ppm),0.21,0.17,0.18,0.17,0.17,0.13,0.22,0.17,0.17,0.14,0.1,0.11,0.13,0.15,0.14,0.24,0.33,0.22,0.18,0.17,0.06,0.07,0.06,0.07
78,臺北市,松山區,松山,2019/7/10,二氧化硫 SO2 (ppb),2.3,1.5,1.6,1.7,1.5,1.6,2,2.1,2,2,1.4,1.3,0.9,5.6,7.2,8.7,8.1,4.5,3,2.1,1.4,1.1,0.8,1
79,臺北市,松山區,松山,2019/7/10,風向 WIND_DIREC (degrees),274,227,328,341,218,210,310,1.7,320,325,344,299,307,184,189,171,175,176,191,189,213,197,225,189
80,臺北市,松山區,松山,2019/7/10,甲烷 CH4 (ppm),1.8,1.7,1.8,1.7,1.8,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.5,1.6,1.6,1.5,1.5,1.5,1.6
81,臺北市,松山區,松山,2019/7/10,二氧化氮 NO2 (ppb),17,14,13,11,12,12,16,18,22,21,15,14,15,20,20,16,18,16,22,22,12,13,11,12
82,臺北市,松山區,松山,2019/7/10,細懸浮微粒 PM 2.5  (μg/m 3 ),13,9,7,7,11,12,12,15,15,20,17,15,8,10,12,15,18,19,17,9,11,15,14,13
83,臺北市,松山區,松山,2019/7/10,二氧化碳 CO2 (ppm),451,451,457,443,454,450,457,452,446,431,421,417,417,422,424,421,422,419,421,424,419,422,422,426
84,臺北市,松山區,松山,2019/7/10,總碳氫化合物 THC (ppm),2,1.9,2,1.9,2,1.9,2.1,1.9,1.9,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.9,1.8,1.7,1.7,1.6,1.6,1.6,1.6
85,臺北市,松山區,松山,2019/7/10,相對濕度 RH (percent),73,74,76,73,76,78,75,68,61,52,49,47,44,53,57,60,60,63,64,67,69,71,71,74
86,臺北市,松山區,松山,2019/7/10,一氧化碳 CO (ppm),0.44,0.38,0.36,0.31,0.32,0.35,0.49,0.53,0.61,0.5,0.33,0.3,0.31,0.34,0.3,0.25,0.29,0.34,0.49,0.46,0.3,0.32,0.29,0.34
87,臺北市,松山區,松山,2019/7/10,溫度 AMB_TEMP (℃),29.3,29,28.5,28.8,28.1,27.5,28.5,30,31.4,33.4,34.6,35.4,36,34.5,33.5,32.7,32.7,32,31.7,31.3,30.6,30.4,30.1,29.7
88,臺北市,松山區,松山,2019/7/10,小時風向值 WD_HR (degrees),248,281,223,332,227,213,297,335,348,332,334,342,286,186,181,171,177,179,177,187,207,218,200,227
89,臺北市,松山區,松山,2019/7/10,風速 WIND_SPEED (m/sec),0.9,0.8,0.8,0.7,1.5,0.8,1.7,1.6,2.2,2.4,2,2.5,1.2,2.4,2.5,2.8,2.6,1.9,1.8,1.3,1.4,1.1,0.9,0.9
90,臺北市,松山區,松山,2019/7/10,小時風速值 WS_HR (m/sec),0.6,0.6,0.5,1,0.6,0.9,0.5,1.3,1.4,1.7,1.4,1.8,0.9,1.5,1.9,1.8,2,1.7,1.4,0.8,0.8,0.3,0.5,0.6
91,臺北市,松山區,松山,2019/7/10,懸浮微粒 PM 10  (μg/m 3 ),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
92,臺北市,松山區,松山,2019/7/10,氮氧化物 NOx (ppb),22,18,15,14,14,15,33,38,37,31,19,17,18,22,23,19,22,19,25,28,14,15,13,15
93,臺北市,萬華區,萬華,2019/7/10,一氧化氮 NO (ppb),3.4,2.2,2,1.6,1.4,2.5,6.1,9.3,8.4,5.2,2.4,2.4,2.5,3,3,3.3,5.3,4.7,3.6,2.9,2.7,3.6,3.9,2.7
94,臺北市,萬華區,萬華,2019/7/10,風向 WIND_DIREC (degrees),165,173,177,169,164,168,165,236,302,298,318,262,293,301,278,238,101,46,290,287,212,131,130,119
95,臺北市,萬華區,萬華,2019/7/10,相對濕度 RH (percent),71,73,75,74,75,77,73,65,57,50,46,44,43,46,44,47,54,62,57,62,67,68,69,70
96,臺北市,萬華區,萬華,2019/7/10,一氧化碳 CO (ppm),0.37,0.21,0.21,0.17,0.2,0.27,0.31,0.37,0.58,0.42,0.27,0.28,0.29,0.32,0.35,0.35,0.35,0.47,0.62,0.52,0.49,0.48,0.45,0.38
97,臺北市,萬華區,萬華,2019/7/10,溫度 AMB_TEMP (℃),29.3,28.6,28.3,28,27.9,27.6,28.3,30.1,32.3,34.7,35.8,36.9,37.1,36.5,37,36.3,34.3,32.9,32.9,31.8,31.1,31,30.6,30.4
98,臺北市,萬華區,萬華,2019/7/10,小時風速值 WS_HR (m/sec),1.4,1.3,1.2,1.2,0.8,1.4,1.4,0.7,0.6,0.8,0.8,0.9,0.7,1.4,1.4,1.1,1.4,1.3,1,1.2,1.1,0.6,1,0.9
99,臺北市,萬華區,萬華,2019/7/10,懸浮微粒 PM 10  (μg/m 3 ),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
100,臺北市,萬華區,萬華,2019/7/10,風速 WIND_SPEED (m/sec),2.1,2.1,1.4,2,1.6,1.6,1.6,1,1.3,1.2,1.7,2,2.2,2.1,2.2,2.7,2.5,1.1,2,1.7,1.8,1.1,1.4,0.8
101,臺北市,萬華區,萬華,2019/7/10,細懸浮微粒 PM 2.5  (μg/m 3 ),3,1,1,2,2,1,2,4,11,7,15,5,8,7,12,15,11,18,18,13,9,2,9,11
102,臺北市,萬華區,萬華,2019/7/10,小時風向值 WD_HR (degrees),170,163,161,166,156,168,166,176,333,280,299,289,268,293,289,262,94,92,284,287,275,198,135,157
103,臺北市,萬華區,萬華,2019/7/10,氮氧化物 NOx (ppb),15,8.1,8.1,6.8,8,13,15,21,26,19,13,13,14,17,17,17,28,34,25,20,19,20,23,21
104,臺北市,萬華區,萬華,2019/7/10,臭氧 O3 (ppb),7.6,9.3,8.5,9,7.3,4.6,5.8,9.3,20,30,46,47,45,36,36,32,28,18,14,14,13,11,11,14
105,臺北市,萬華區,萬華,2019/7/10,二氧化硫 SO2 (ppb),1.6,1.2,1.2,0.9,0.8,1,1.3,1.5,1.8,1.6,1.4,1.2,0.9,1.4,1.1,1.1,4.9,4,2.6,2.2,1.8,2,1.8,1.6
106,臺北市,萬華區,萬華,2019/7/10,二氧化氮 NO2 (ppb),12,5.9,6.2,5.2,6.5,10,9.2,12,17,14,10,11,12,14,14,14,22,30,21,17,16,17,19,19
